id,Name,URL,Title,Country,Mountain Range,Height(m),Coordinates,Type,Views,Popularity,Number of Images,Number of Paths,Number of GPS Paths,Registration Book,Description
540,Slap Parabola,https://www.hribi.net/gora/slap_parabola/1/233,Slap Parabola,Slovenija,Julijske Alpe,700,"46,40195°N 13,60737°E","slap, jezero",405819,83% (633. mesto),4,1,0,,"Opis slapa: Slap Parabola, ki je visok 48m in je najbolj poznan slap na potoku Fratarica. Fratarica pa je potok z najvišjo višinsko razliko v Sloveniji. Pod slapom je nastalo manjše jezerce."
541,Izvir Tolminke,https://www.hribi.net/gora/izvir_tolminke/1/412,Izvir Tolminke,Slovenija,Julijske Alpe,695,"46,25819°N 13,72503°E",planina,421920,84% (582. mesto),18,2,0,,"Opis planine: Pri izviru na obrobju Planine pod Osojnico se nahaja lovska koča ob kateri so klopce in mize. Tu je prvi izvir, ki v sušnem obdobju presahne. Nekoliko nižje pa so močnejši izviri. Od lovske koče in planine je tudi lep razgled na okoliške vrhove."
542,Mala Osojnica,https://www.hribi.net/gora/mala_osojnica/1/1249,Mala Osojnica,Slovenija,Julijske Alpe,691,"46,35703°N 14,08113°E",vrh,523938,92% (292. mesto),5,2,0,7,"Mala Osojnica je 691 m visok vrh, ki se dviga nad Blejskim jezerom v bližini Velike Zake. Velja za najbolj priljubljeno točko fotografov, saj so bile vse bolj znane panorame Bleda posnete ravno od tu. Z Male Osojnice se torej ponujajo najlepši razgledi na Blejsko jezero, Karavanke, Kamniške Alpe in Gorenjsko ravan. Na ograjenem vrhu se nahajajo klopce, informacijska tabla in streha ki nudi zavetje ob nevihti."
543,Koča na Vojah,https://www.hribi.net/gora/koca_na_vojah/1/580,Koča na Vojah,Slovenija,Julijske Alpe,690,"46,31017°N 13,88238°E",koča,416366,83% (601. mesto),2,1,0,1,"Opis koče: Koča se nahaja v slikoviti alpski dolini Voje.  Dolino obdajajo strma pobočja, ki so po večini poraščena z gozdom. V bližini koče so korita Mostnice, ki so simbol te doline. Sicer pa je od koče lep pogled proti pobočjem Tosca, Velikega Draškega vrha in Ablance."
544,Gorejca,https://www.hribi.net/gora/gorejca/1/393,Gorejca,Slovenija,Julijske Alpe,680,"46,40152°N 13,59223°E",slap,326319,75% (910. mesto),5,1,0,,"Opis slapa: Gorejca je potok na katerem so naredili bazen. Bazen je dolg 6 m, širok do 4 m in globok do 180 cm. Ob sončnih poletnih dneh se voda segreje nad 20 stopinj Celzija, tako da je primerna za kopanje. Voda v bazenu se stalno pretaka tako, da je vedno čista. Ob bazenčku pa so postavili tudi manjšo klopco in nekaj lesenih obešalnikov. Nahaja pa se nad Logom pod Mangartom."
545,Slap Boka,https://www.hribi.net/gora/slap_boka/1/392,Slap Boka,Slovenija,Julijske Alpe,680,"46,32115°N 13,48279°E",slap,527737,92% (284. mesto),10,2,0,,Opis slapa: Slap Boka je najbolj vodnat slap v Sloveniji. S svojimi 106m je lepo viden s ceste Bovec - Kobarid.
546,Jezero Kreda v dolini Radovne,https://www.hribi.net/gora/jezero_kreda_v_dolini_radovne/1/3104,Jezero Kreda v dolini Radovne,Slovenija,Julijske Alpe,674,"46,4166°N 13,9916°E",jezero,2710,34% (2405. mesto),6,1,0,,"Opis jezera: Kreda je jezero, ki je umetnega nastanka in sicer je nastalo po tem, ko je voda postopoma zasula luknjo, ki je nastala ob kopanju gline. Jezero je dolgo 180 m, široko do 80 m in globoko skoraj 40 m."
547,Izvir Bele,https://www.hribi.net/gora/izvir_bele/1/2157,Izvir Bele,Slovenija,Julijske Alpe,665,"46,2712°N 13,4257°E",,226529,65% (1283. mesto),2,1,0,1,"Bela izvira nad Breginjem v več izvirih in je hudourniškega značaja, največji izvir se nahaja pri križišču za Klatnico (pitna voda) ter sv. Marjeto. Potok Bela teče skozi Breginj, mimo vasi Sedlo in se po približno šestih kilometrih pri Podbeli izliva v Nadižo. Zaradi strme struge in velike intenzitete padavin, ima kljub povprečnemu nizkemu vodostaju hudourniški značaj in s tem povezano izredno erozijsko moč, ki pa je zmanjšana z betonskimi pregradami ""špere"". Njena erozijska moč se vidi pri Breginju in pod vasjo Sedlo, kjer je izoblikovala globoko rečno strugo."
548,Izvir Lipnika,https://www.hribi.net/gora/izvir_lipnika/1/3102,Izvir Lipnika,Slovenija,Julijske Alpe,660,"46,3846°N 14,0266°E",,1560,28% (2599. mesto),3,1,0,,"Lipnik je kraški izvir, ki priteče izpod ostenja Lipne peči, potok Lipnik pa se hitro izlije v reko Radovno in je njen desni pritok. Do izvira vodi označena pot, ki se s ceste skozi Radovno odcepi v bližini HE Gorje."
549,Spominsko obeležje Aleš Kunaver,https://www.hribi.net/gora/spominsko_obelezje_ales_kunaver/1/2453,Spominsko obeležje Aleš Kunaver,Slovenija,Julijske Alpe,660,"46,4127°N 14,0895°E",,3916,37% (2279. mesto),3,1,0,,"Aleš Kunaver, eden naših največjih alpinistov (roj. 23. jun. 1935, Ljubljana) je preminil 2. novembra 1984 v helikopterski nesreči med Blejsko Dobravo in Kočno. V nesreči so umrli še znani nemški alpinist in alpinistični publicist Toni Hiebeler z ženo, ter pilot in gorski reševalec Gorazd Šturm. Toni Hiebeler je ob helikopterskem poletu želel posneti slike za knjigo ""Alpe iz zraka"", za katero mu je pri posnetkih naših Julijcev nesebično pomagal prijatelj Aleš Kunaver. Na mestu, kjer se je nesreča zgodila, so leto pozneje domačini postavili kamen z bronasto ploščo, ki ohranja spomin na usodno jutro - 2. novembra 1984."
550,Jezerce v dolini Radovne,https://www.hribi.net/gora/jezerce_v_dolini_radovne/1/3103,Jezerce v dolini Radovne,Slovenija,Julijske Alpe,657,"46,3905°N 14,0189°E",jezero,2170,32% (2485. mesto),2,1,0,,"Opis jezera: Jezerce v dolini Radovne je manjše jezerce, ki se nahaja sredi travnika na desnem bregu reke Radovne in sicer ob vznožju Kamnikove peči."
551,Koča pri Savici,https://www.hribi.net/gora/koca_pri_savici/1/2773,Koča pri Savici,Slovenija,Julijske Alpe,653,"46,28979°N 13,8024°E",koča,16230,44% (2023. mesto),10,3,1,2,"Opis koče: Koča stoji na Kopiščih v zahodnem koncu ledeniške kočne Ukanc. PD Ljubljana-Matica je planinsko postojanko najprej uredilo v Domu Savica, ki ga je leta 1948 vzelo v najem od zasebnika. Leta 1951 so adaptirali nekdanjo starojugoslovansko obmejno stražnico in v njej uredili planinsko kočo. Zaradi bližine slapa Savice je postala tudi pomembna turistična postojanka; zato so jo leta 1970 obnovili in posodobili opremo. Leta 1990 so kočo spet prenovili ter povečali in s tem pridobili nova ležišča. Koča je odprta od začetka junija do konca septembra. V dveh gostinskih prostorih je 40 sedežev, točilni pult; pri mizah pred kočo je 40 sedežev; v sobah je 17, na skupnem ležišču pa 17 ležišč; WC, umivalnica, tekoča voda, elektrika; gostinska prostora ogrevajo s pečmi. Vir: Vodnik po planinskih kočah v Sloveniji / Jože Dobnik Razgled: Od koče vidimo stene in strma gozdnata pobočja, ki s treh strani zapirajo konec doline. Gozd na vzhodni strani onemogoča pogled proti Bohinjskemu jezeru; na južni strani se dvigajo severna pobočja Bohinjskih gora proti Voglu; na zahodu je strmo pobočje planote Komne, na severni strani pa se v bližini koče dvigajo strme stene Komarče. Koča je od 16.6. do 30.9.vsak dan, v maju in do 16.6. 23 pa v petek, soboto in nedeljo, za večje najavljene skupine pa tudi med tednom."
552,Peč (razgledišče),https://www.hribi.net/gora/pec_razgledisce/1/2637,Peč (razgledišče),Slovenija,Julijske Alpe,650,"46,27562°N 13,91005°E",vrh,21460,45% (2002. mesto),2,1,0,,"Razgledišče se nahaja dobrih 50 višinskih metrov nižje od 720 metrov visoke Peči, vrha, ki na zahodu loči Spodnjo od Zgornje Bohinjske doline. Z razgledišča, do kamor vodi označena planinska pot, se nam odpre lep razgled proti Bohinjskemu jezeru in delu Spodnjih Bohinjskih gora."
553,Straža,https://www.hribi.net/gora/straza/1/1250,Straža,Slovenija,Julijske Alpe,646,"46,35971°N 14,1035°E",vrh,350256,77% (831. mesto),3,1,0,2,"Straža je vrh z najlepšim razglediščem nad JV obalo blejskega jezera. Mala in Velika Straža s prelepimi razglednimi točkami sta porasli z lipami, brezami, hrasti in smrekami. Po travnikih in gozdičih vodi ""Riklijeva fitnes promenada"". V zimskem času je tu smučišče, v poletnem času pa je organizirano sankanje. Straža je od leta 1955 zaščitena kot naravna znamenitost."
554,Marija Snežna v Breginjskem kotu,https://www.hribi.net/gora/marija_snezna_v_breginjskem_kotu/1/1406,Marija Snežna v Breginjskem kotu,Slovenija,Julijske Alpe,645,"46,26577°N 13,42156°E","vrh, cerkev",174286,59% (1488. mesto),1,1,0,,"Cerkev Marije Snežne v Breginjskem kotu, se nahaja na manjši vzpetini nad Breginjem. Od cerkve, ob kateri je tudi pokopališče, se nam odpre lep razgled na vrhove, ki obdajajo že prej omenjeni Breginjski kot."
555,Sveta Katarina na Homu,https://www.hribi.net/gora/sveta_katarina_na_homu/1/2443,Sveta Katarina na Homu,Slovenija,Julijske Alpe,634,"46,3945°N 14,108°E",cerkev,10821,43% (2068. mesto),4,2,0,1,"Opis cerkve: Sveta Katarina je razgledna točka nad vasjo Zasip (pri Bledu) s cerkvico iz zgodnjega 17. stoletja, ter večjim parkiriščem in gostinskim objektom. Nahaja se na južnem, prisojnem pobočju 834 m visokega hriba Hom in predstavlja eno najbolj značilnih podob omenjenega kraja. S Svete Katarine, kjer naletimo tudi na nekaj klopc, se nam ponudi lep razgled, ki sega vse od bližnjih Karavank s Stolom in Begunjščico, ter Kamniških Alp na severo-vzhodu, prek širne Ljubljanske kotline v sredini, pa vse do Jelovice, Pokljuke in bližnjega Bleda s starim gradom, ter Julijcev na jugo-zahodu. Pesnik France Prešeren je ta kraj poimenoval kar ""oltar Gorenjske"", saj od tod lahko resnično uživamo v čudovitem razgledu, ki se nam odpira pred očmi."
556,Izvir Bohinjske Bistrice,https://www.hribi.net/gora/izvir_bohinjske_bistrice/1/1584,Izvir Bohinjske Bistrice,Slovenija,Julijske Alpe,630,"46,25617°N 13,92326°E",slap,302188,72% (1008. mesto),4,1,0,,"Opis slapa: Bistrica z izvirom Pod Luknjo je najmočnejši pritok Save Bohinjke. Potok, ki teče skozi Bohinjsko Bistrico dobiva vodo iz Spodnjih bohinjskih gora. Izvir Bistrice s svojo kristalno čisto vodo polni tudi vodovod za Bohinjsko Bistrico."
557,Poglejska cerkev,https://www.hribi.net/gora/poglejska_cerkev/1/1253,Poglejska cerkev,Slovenija,Julijske Alpe,630,"46,374°N 14,07192°E",,245100,67% (1217. mesto),2,1,0,,"Poglejska cerkev je jama - skalni spodmol z manjšo votlino na obrobju vasi Poljšica pri Zgornjih Gorjah, v kateri so arheologi našli človekovo orodje iz starejše kamene dobe, kar dokazuje obstoj pračloveka v Triglavskem pogorju pred poljedelskimi kulturami. Ob izkopavanju so našli tudi bronast kovanec in bronast prstan iz kasnejšega časa naseljevanja starih Slovanov. Obiskovalcu se tu odpira lep razgled na Gorje, na Gorenjsko ravan, Blejski kot, Pokljuko, Debelo peč, Rjavino in Triglav."
558,Dobra gora,https://www.hribi.net/gora/dobra_gora/1/1783,Dobra gora,Slovenija,Julijske Alpe,620,"46,3542°N 14,1095°E",vrh,297902,72% (1023. mesto),4,1,0,,"Dobra gora je hrib ki se nahaja nekoliko južno od Blejskega jezera in se za kakih 150 m dviguje nad vasjo Selo (pri Bledu). Na vrhu najdemo dve klopci z vpisno knjigo in prekrasnim pogledom, saj vrh tiči na prepadni pečini. Spodaj: vasica s pašniki tja do Save Bohinjke, onkraj nje pobočja Jelovice z Babjim zobom ter vasico Kupljenik, bolj desno pa Bohinjska Bela pod stenami Galetovca. Na levi vas Ribno z Ribensko goro, in Radovljiško kotlino v ozadju. Po navedbah nekaterih virov naj bi imela Dobra gora tudi mitološko simboliko; na njen vrh naj bi v srednjem veku okoličani vodili blagoslavljat svoje konje, že pred tem pa so menda tja hodili častiti poganskega boga Peruna."
559,Blejski grad,https://www.hribi.net/gora/blejski_grad/1/2490,Blejski grad,Slovenija,Julijske Alpe,599,"46,3697°N 14,1004°E",,14946,44% (2032. mesto),6,1,0,,"Na strmi pečini, ki se dviga 123 m nad gladino Blejskega jezera stoji ena najstarejših slovenskih, v listinah že v zgodnjem 11. stol. omenjenih utrdb - Blejski grad. Dolgih stoletij sedež velike gorenjske posesti briksenske škofije, danes pa ena največjih kulturnih in turističnih znamenitosti Slovenije je urejena v muzej, ki hrani obsežno zbirko orožja iz let med 16. in 18. stoletjem. V gradu se nahaja tudi gostišče z restavracijo, v grajski kapeli sv. Ingenuina in Albuina pa so za ogled na voljo lepo ohranjene freske. Z grajskih teras se ponuja lep razgled na Blejsko jezero z otokom in okolico, na Pokljuko, Jelovico, ter Julijce s Triglavom."
560,Ribenska gora,https://www.hribi.net/gora/ribenska_gora/1/1589,Ribenska gora,Slovenija,Julijske Alpe,588,,vrh,183243,60% (1453. mesto),4,1,0,,"Ribenska gora je hrib, ki se dviga nad vasjo Ribno pri Bledu. Z njegovega, dokaj ozkega skalnatega slemena se ponuja lep razgled širom po Gorenjski: Na jugu na pobočja Jelovice z Babjim zobom in nekoliko v desno - na steno pokljuškega Galetovca. Na zahodu proti Julijcem s Triglavom, severno pa na dobršen del zahodne Karavanške verige, vse tja do Krvavca in še dlje."
561,Ajdovski gradec,https://www.hribi.net/gora/ajdovski_gradec/1/2615,Ajdovski gradec,Slovenija,Julijske Alpe,580,"46,27941°N 13,96267°E",vrh,10400,43% (2072. mesto),10,2,0,1,"Ajdovski gradec je manjši hrib na vzhodu Bohinjske Bistrice, ki se vzpenja desno nad reko Savo Bohinjko. Dostop je možen iz Bohinjske Bistrice in vasi Bitenj. Vrh je delno poraščen, razgled se odpira le na verigo Spodnjih Bohinjskih gora od Črne prsti proti zahodu, na Dobravo in na del Bohinjske Bistrice, v kateri v oči pade cerkev sv. Nikolaja. Na vrhu so klopice z mizo, informativna tabla o arheoloških najdiščih iz železne dobe in rimskih časov ter plošče z verzi Franceta Prešerna (Ajdovski gradec je omenjen v epsko-lirski pesnitvi Krst pri Savici). Zaradi bujnega rastja je obisk najbolj priporočljiv spomladi in v pozni jeseni."
562,Korita Možnice (Nemčlje),https://www.hribi.net/gora/korita_moznice_nemclje/1/428,Korita Možnice (Nemčlje),Slovenija,Julijske Alpe,580,"46,38047°N 13,57911°E",slap,321704,74% (928. mesto),6,1,0,,"Opis slapa: Korita Možnice oz. Nemčlje se nahajajo ob jugozahodnem robu istoimenske doline. V osrednjem delu korit, pa se nahaja tudi večji in precej zanimiv slap, ki pada skozi naravno okno oz. most."
563,Javorca,https://www.hribi.net/gora/javorca/1/411,Javorca,Slovenija,Julijske Alpe,571,"46,23491°N 13,71976°E","planina, cerkev",489907,90% (368. mesto),10,1,0,1,"Opis planine: Javorca je razgledna vzpetina, ki se nahaja na zahodni strani reke Tolminke. Na vzpetini stoji spominska cerkev sv. Duha, ki je posvečena padlim avstro-ogrskim vojakom. Od cerkve, v kateri so na lesenih ploščah tudi imena padlih vojakov, se nam odpre lep razgled na vrhove, ki obdajajo dolino reke Tolminke."
564,Planina Prode,https://www.hribi.net/gora/planina_prode/1/4209,Planina Prode,Slovenija,Julijske Alpe,555,"46,25169°N 13,73245°E",planina,105,9% (3313. mesto),10,1,0,,"Opis planine: Planina Prode (tudi Planina na Prodih) je planina v dolini Tolminke, severno od Tolmina. Nahaja se na nadmorski višini 555 metrov. S planine na kateri se nahaja nekaj pastirskih koč in ruševin je lep razgled na okoliške vrhove nad dolino reke Tolminke."
565,Jama Srnica,https://www.hribi.net/gora/jama_srnica/1/1331,Jama Srnica,Slovenija,Julijske Alpe,550,"46,33136°N 13,50243°E",,254171,67% (1184. mesto),2,1,0,,"Jama Srnica je kraška jama, ki se nahaja zahodno od Bovca, v bližini vasi Plužna. Brez ustrezne opreme in jamskega vodnika si lahko ogledamo le vhodni del te 65 m globoke jame."
566,Iglica,https://www.hribi.net/gora/iglica/1/831,Iglica,Slovenija,Julijske Alpe,550,"46,34817°N 14,05965°E","vrh, slap",258928,68% (1167. mesto),2,1,0,,"Iglica je kamniti stolp, ki se nahaja nad Bohinjsko Belo. Iglica je zelo priljubljena pri plezalcih saj stena iglice ni krušljiva. Med stenami Iglice pa teče potok Suha na katerem je 24m visok slap, ki pada čez navpično steno."
567,Sveti Janez Krstnik (Ribčev Laz),https://www.hribi.net/gora/sveti_janez_krstnik_ribcev_laz/1/2772,Sveti Janez Krstnik (Ribčev Laz),Slovenija,Julijske Alpe,532,"46,2786°N 13,8866°E","jezero, cerkev",6210,41% (2155. mesto),5,1,0,,"Opis jezera: Cerkev sv. Janeza Krstnika v Ribčevem Lazu se nahaja ob skrajnem vzhodnem delu Bohinjskega jezera, le nekaj metrov stran od mostu, ki povezuje Ribčev Laz s Staro Fužino. Cerkev je tudi ena največkrat fotografiranih cerkva v Sloveniji. Mimo cerkve vodi več sprehajalnih poti, med drugim tudi pot okoli Bohinjskega jezera."
568,Slap Šum v Blejskem Vintgarju,https://www.hribi.net/gora/slap_sum_v_blejskem_vintgarju/1/2442,Slap Šum v Blejskem Vintgarju,Slovenija,Julijske Alpe,520,"46,4006°N 14,0987°E",slap,10570,43% (2071. mesto),8,1,0,,"Opis slapa: Na vzhodnem robu Triglavskega narodnega parka, 4 km severo-zahodno od središča Bleda, se ob zaključku slikovite soteske gorske reke Radovna, imenovane Blejski Vintgar, nahaja največji Slovenski rečni slap z imenom Šum. Slap se ponaša z močnim pretokom in s svojim 16-meterskim padcem. Skupaj s 1600 metrov dolgo in do 250 metrov globoko sotesko Vintgar je zaradi svoje slikovite lepote uvrščen med zavarovane ter pomembnejše naravne in turistične zanimivosti Slovenije."
569,Mlina peč,https://www.hribi.net/gora/mlina_pec/1/3199,Mlina peč,Slovenija,Julijske Alpe,506,"46,351°N 14,0657°E",vrh,920,24% (2745. mesto),4,1,0,,"Mlina peč je razgledna skalnata vzpetina nad Bohinjsko Belo. Z vrha, na katerem je postavljena klop, se nam odpre lep pogled na Bohinjsko Belo in Babji zob."
570,Žičnica čez Tolminko,https://www.hribi.net/gora/zicnica_cez_tolminko/1/413,Žičnica čez Tolminko,Slovenija,Julijske Alpe,500,"46,24838°N 13,72596°E",,257969,68% (1169. mesto),1,1,0,,"Na mestu kjer stoji žičnica na ročni pogon je včasih stal most, ki pa so ga neurja podrla. Žičnica katerih je v Sloveniji malo je zelo zanimiva saj se z lastno močjo pripeljemo na drugo stran reke."
571,Tonovcov grad pri Kobaridu,https://www.hribi.net/gora/tonovcov_grad_pri_kobaridu/1/396,Tonovcov grad pri Kobaridu,Slovenija,Julijske Alpe,500,"46,25763°N 13,58033°E",vrh,407347,83% (626. mesto),3,1,0,1,Tonovcov grad se nahaja na desnem bregu reke Soče na manjšem hribu v bližini Kobarida. Z vrha je zelo lep pogled na Krasji vrh in Krn. Pred leti so obnovili grad (potek sten) in uredili okolico.
572,Gradišče (Bodešče),https://www.hribi.net/gora/gradisce_bodesce/1/2325,Gradišče (Bodešče),Slovenija,Julijske Alpe,499,"46,3435°N 14,1392°E",vrh,219913,64% (1311. mesto),4,2,0,1,"Gradišče je 499 m visok vrh, ki se nahaja med reko Savo Bohinjko in naseljem Bodešče. Z vrha, na katerem se nahajata lesen križ in klopca, se nam odpre lep razgled na Julijske Alpe in Karavanke ter del Kamniško Savinjskih Alp."
